Language	Chapter	Number	Text
ENG	10032	536	"Add new gadgets"
FRA	10032	536	"Nouvelle vignette"
GER	10032	536	"Neue Gadgets hinzufügen"
POR	10032	536	"Novo adesivo"
SPA	10032	536	"Nueva viñeta"
XXX	10032	536	"895C0A00DB140A6CB9D010A7A320681305071C73"
BRI	10032	537	"==="
CHI	10032	537	"页面"
ENG	10032	537	"Page"
FRA	10032	537	"Page"
GER	10032	537	"Seite"
POR	10032	537	"Página"
SPA	10032	537	"Página"
XXX	10032	537	"44D713F658A33419B371236B3CD496F5BD1ADDD6"
BRI	10032	538	"==="
CHI	10032	538	"导航页面"
ENG	10032	538	"Navigation Page"
FRA	10032	538	"Page de navigation"
GER	10032	538	"Navigationsseite"
POR	10032	538	"Página de Navegação"
SPA	10032	538	"Página de navegación"
XXX	10032	538	"5DBC59E4CEAB34D65E149F06B9D90D4E4F9CCC5E"
BRI	10032	539	"==="
CHI	10032	539	"模块"
ENG	10032	539	"Modules"
FRA	10032	539	"Modules"
GER	10032	539	"Module"
POR	10032	539	"Módulo"
SPA	10032	539	"Módulos"
XXX	10032	539	"E1A3A4FA57844D7B8CD3ADB60532D4B3E08599DF"
BRI	10032	540	"==="
CHI	10032	540	"子模块"
ENG	10032	540	"Submodules"
FRA	10032	540	"Sous-modules"
GER	10032	540	"Untermodule"
POR	10032	540	"Submódulos"
SPA	10032	540	"Submódules"
XXX	10032	540	"25E593486CF18D5CDEF7D89631048BB275AA6BD6"
BRI	10032	541	"==="
CHI	10032	541	"菜单"
ENG	10032	541	"Menus"
FRA	10032	541	"Menus"
GER	10032	541	"Menüs"
POR	10032	541	"==="
SPA	10032	541	"Menús"
XXX	10032	541	"DAB2F51F879CFFD4A83906D76B22A54A638F3960"
BRI	10032	542	"==="
CHI	10032	542	"功能"
ENG	10032	542	"Function"
FRA	10032	542	"Fonction"
GER	10032	542	"Funktion"
POR	10032	542	"Função"
SPA	10032	542	"Función"
XXX	10032	542	"E4E3FBD17A160DDF933C0906CA07BA18CC92975B"
BRI	10032	543	"==="
CHI	10032	543	"实体"
ENG	10032	543	"Entity"
FRA	10032	543	"Entité"
GER	10032	543	"Entität"
POR	10032	543	"Entidade"
SPA	10032	543	"Entidad"
XXX	10032	543	"11624DA1313F36896D114F5F97B33335DF2C8ADE"
BRI	10032	544	"==="
CHI	10032	544	"表示法"
ENG	10032	544	"Representation"
FRA	10032	544	"Representation"
GER	10032	544	"Repräsentation"
POR	10032	544	"Representação"
SPA	10032	544	"Representación"
XXX	10032	544	"7594704362C4708CCB80275D564FED45397C4453"
BRI	10032	545	"==="
CHI	10032	545	"该模块{title}'将被删除"
ENG	10032	545	"The module '{title}' will be deleted"
FRA	10032	545	"Le  module '{title}' sera supprimé"
GER	10032	545	"Das Modul '{title}' wird gelöscht"
POR	10032	545	"O módulo '{title} será removido"
SPA	10032	545	"El módulo '{title}' será borrado"
XXX	10032	545	"385C3D0F9C3DF0A55F410CF08F3C2589FC0B2E82"
BRI	10032	546	"==="
CHI	10032	546	"该菜单块'{title}'将被删除"
ENG	10032	546	"The menu block '{title}' will be deleted"
FRA	10032	546	"Le bloc menu '{title}' sera supprimé"
GER	10032	546	"Der Menüblock '{title}' wird gelöscht"
POR	10032	546	"O menu bloco '{title} será removido"
SPA	10032	546	"El bloque menú '{title}' será borrado"
XXX	10032	546	"F96E7C517B0F9C87160FA0AA785841BACBCADAA6"
BRI	10032	547	"==="
CHI	10032	547	"该菜单'{title}'将被删除"
ENG	10032	547	"The menu '{title}' will be deleted"
FRA	10032	547	"Le menu '{title}' sera supprimé"
GER	10032	547	"Das Menü '{title}' wird gelöscht"
POR	10032	547	"O '{title} menu serão excluídos"
SPA	10032	547	"El menú '{title}' será borrado"
XXX	10032	547	"3B24DC1F0EC856E5F7185BAADE299D87E0E52EAB"
BRI	10032	548	"==="
CHI	10032	548	"该版块'{title}'将被删除"
ENG	10032	548	"The block '{title}' will be deleted"
FRA	10032	548	"Le bloc '{title}' sera supprimé"
GER	10032	548	"Der Block '{title}' wird gelöscht"
POR	10032	548	"O bloco '{title} será removido"
SPA	10032	548	"El bloque '{title}' será borrado"
XXX	10032	548	"CD8CDDD8E40974F36A529F580438CBC95C455E66"
BRI	10032	549	"==="
CHI	10032	549	"没有创建任何模块"
ENG	10032	549	"No module created"
FRA	10032	549	"Aucun module créé"
GER	10032	549	"Kein Modul erstellt"
POR	10032	549	"No módulo criado"
SPA	10032	549	"Ningún modulo creado"
XXX	10032	549	"C6F38BCDA5D03BC08895AD064F21B233DBDE15C0"
BRI	10032	550	"==="
CHI	10032	550	"全部展开"
ENG	10032	550	"Expand all"
FRA	10032	550	"Tout déplier"
GER	10032	550	"Alle ausklappen"
POR	10032	550	"Expandir tudo"
SPA	10032	550	"Todo expandido"
XXX	10032	550	"0F320B9622A8F5D3264BC1DBE4AE98E67E8001D3"
BRI	10032	551	"==="
CHI	10032	551	"全部收起"
ENG	10032	551	"Collapse all"
FRA	10032	551	"Tout replier"
GER	10032	551	"Alle einklappen"
POR	10032	551	"Recolher Tudo"
SPA	10032	551	"Todo contraido"
XXX	10032	551	"57836506A4DD99DFAFB6443B72B63E87DBA11D1C"
BRI	10032	552	"==="
CHI	10032	552	"没有创建任何菜单块"
ENG	10032	552	"No menus block created"
FRA	10032	552	"Aucun bloc menu créé"
GER	10032	552	"Kein Menüblock erstellt"
POR	10032	552	"No bloco de menu criado"
SPA	10032	552	"Nungún bloque menú creado"
XXX	10032	552	"90A61BAFC2894173BA6BBCD0BEA73E76502128A7"
BRI	10032	553	"==="
CHI	10032	553	"拖放到此处"
ENG	10032	553	"Drop here"
FRA	10032	553	"Déposer ici"
GER	10032	553	"Hier platzieren"
POR	10032	553	"Poste aqui"
SPA	10032	553	"Depositar aquí"
XXX	10032	553	"9AE0C7C1F9A096A75FED5DCE0BCAB6590169836C"
BRI	10032	554	"==="
CHI	10032	554	"没有任何菜单项"
ENG	10032	554	"No menus entry"
FRA	10032	554	"Aucune entrée de menu"
GER	10032	554	"Kein Menüeintrag"
POR	10032	554	"No item do menu"
SPA	10032	554	"Ninguna entrada de menú"
XXX	10032	554	"90A8BA4BFCD8BCABC60E98EFAD4E6122FB594CFA"
BRI	10032	555	"==="
CHI	10032	555	"输入标题"
ENG	10032	555	"Enter Title"
FRA	10032	555	"Saisir l'intitulé"
GER	10032	555	"Titel eingeben"
POR	10032	555	"Digite o título"
SPA	10032	555	"Introducir la descripción"
XXX	10032	555	"6F208F559C975B4034A6865CEFC3462ED4CFD7F0"
BRI	10032	556	"Vignette"
CHI	10032	556	"缩略图"
ENG	10032	556	"Gadget"
FRA	10032	556	"Vignette"
GER	10032	556	"==="
POR	10032	556	"Vinheta"
SPA	10032	556	"Viñeta"
XXX	10032	556	"4A2F3BE1CFC2DEBF7C22BD08E0F3C2C97690A1CA"
BRI	10032	557	"==="
CHI	10032	557	"移至"
ENG	10032	557	"MoveTo"
FRA	10032	557	"MoveTo"
GER	10032	557	"==="
POR	10032	557	"==="
SPA	10032	557	"Mover a·"
XXX	10032	557	"7EDA404E64A1A61481568DE033022E2E2871D7F2"
BRI	10032	558	"==="
CHI	10032	558	"第一个"
ENG	10032	558	"First"
FRA	10032	558	"Premier"
GER	10032	558	"Erster"
POR	10032	558	"Primeiro"
SPA	10032	558	"Primer"
XXX	10032	558	"A53D4DA3175DC388410EEB394FE450BD27E1EB36"
BRI	10032	559	"==="
CHI	10032	559	"上一个"
ENG	10032	559	"Previous"
FRA	10032	559	"Précédent"
GER	10032	559	"Vorheriger"
POR	10032	559	"Precedente"
SPA	10032	559	"Anterior"
XXX	10032	559	"595B0AFFF06FA78BF59AD60D63838E85DD58B5EA"
BRI	10032	560	"==="
CHI	10032	560	"下一个"
ENG	10032	560	"Next"
FRA	10032	560	"Suivant"
GER	10032	560	"Nächster"
POR	10032	560	"Seguinte"
SPA	10032	560	"Siguiente"
XXX	10032	560	"FDE1DCFAE202B1B3B29850F185056384FABEDED4"
BRI	10032	561	"==="
CHI	10032	561	"最后一个"
ENG	10032	561	"Last"
FRA	10032	561	"Dernier"
GER	10032	561	"Letzter"
POR	10032	561	"Último"
SPA	10032	561	"Último"
XXX	10032	561	"5CE4621A507A8591D3C85344C97B7B6AEA9BADF3"
BRI	10032	562	"==="
CHI	10032	562	"已添加新内容：{0}个新字段"
ENG	10032	562	"A new content has been added: {0} new field(s)"
FRA	10032	562	"Du nouveau contenu a été ajouté : {0} nouveau(x) champ(s)"
GER	10032	562	"Ein neuer Inhalt wurde hinzugefügt: {0} neue(s) Feld(er)"
POR	10032	562	"Novo conteúdo foi adicionado: {0} novamente (x) campo (s)"
SPA	10032	562	"Nuevo contenido se ha añadido : {0} nuevo(s) campo(s)"
XXX	10032	562	"C125714C00ED1343D397BE504C97E340DEB75C04"
BRI	10032	563	"==="
CHI	10032	563	"替换"
ENG	10032	563	"Replace"
FRA	10032	563	"Remplacer"
GER	10032	563	"Ersetzen"
POR	10032	563	"Substituir"
SPA	10032	563	"Sustituir"
XXX	10032	563	"6CEA04DBC3016B18E3B1B674AB583BA3019EF87F"
BRI	10032	564	"==="
CHI	10032	564	"插入"
ENG	10032	564	"Insert"
FRA	10032	564	"Insérer"
GER	10032	564	"Einfügen"
POL	10032	564	"Wstaw"
POR	10032	564	"Inserir"
SPA	10032	564	"Insertar"
XXX	10032	564	"D566BFCD7224A810F848825B0DEC8EB1C6C0DB55"
BRI	10032	565	"==="
CHI	10032	565	"定制页面"
ENG	10032	565	"Customize page"
FRA	10032	565	"Customiser la page"
GER	10032	565	"Seite anpassen"
POR	10032	565	"Personalize a página"
SPA	10032	565	"Personalizar la página"
XXX	10032	565	"8C3A821AC3A18296BA8912243322FCD8254F719A"
BRI	10032	566	"==="
CHI	10032	566	"已应用新内容"
ENG	10032	566	"New content has been applied"
FRA	10032	566	"Du nouveau contenu a été appliqué"
GER	10032	566	"Neuer Inhalt wurde angewendet"
POR	10032	566	"Novo conteúdo foi aplicada"
SPA	10032	566	"Se ha aplicado nuevo contenido·"
XXX	10032	566	"99E92C582126D2FDD85FD19B84043785C90EE611"
BRI	10032	567	"==="
CHI	10032	567	"另存为"
ENG	10032	567	"Save as"
FRA	10032	567	"Enregistrer sous"
GER	10032	567	"Speichern als"
POR	10032	567	"Gravar como..."
SPA	10032	567	"Guardar como"
XXX	10032	567	"ACC993BE1CFC41F794D1A910F23EAF72888E848D"
BRI	10032	568	"==="
CHI	10032	568	"保存"
ENG	10032	568	"Save"
FRA	10032	568	"Enregistrer"
GER	10032	568	"Speichern"
POR	10032	568	"Registar"
SPA	10032	568	"Guardar"
XXX	10032	568	"84B929EB04D57AD246AC6D6BEF3EA072FD9FACD4"
BRI	10032	569	"==="
CHI	10032	569	"还原"
ENG	10032	569	"Restore"
FRA	10032	569	"Restaurer"
GER	10032	569	"Wiederherstellen"
POR	10032	569	"Restaurar"
SPA	10032	569	"Restaurar"
XXX	10032	569	"C660645D69136C2924C16FF266895AE665969CE8"
BRI	10032	570	"==="
CHI	10032	570	"忽略"
ENG	10032	570	"Forget"
FRA	10032	570	"Oublier"
GER	10032	570	"Vergessen"
POR	10032	570	"Esqueça"
SPA	10032	570	"Olvidar"
XXX	10032	570	"6CFF0240050C1B3277A7DF0FFAD43D45FC623E5F"
BRI	10032	571	"==="
CHI	10032	571	"操作"
ENG	10032	571	"Actions"
FRA	10032	571	"Actions"
GER	10032	571	"Vorgänge"
POL	10032	571	"Opcje"
POR	10032	571	"Acções"
SPA	10032	571	"Acciones"
XXX	10032	571	"799B7A8EDBA991840B327B3BF2FB2DA4D540260A"
BRI	10032	572	"==="
CHI	10032	572	"该值必须是唯一的"
ENG	10032	572	"Value must be unique"
FRA	10032	572	"La valeur doit être unique"
GER	10032	572	"Wert muss eindeutig sein"
POR	10032	572	"O valor deve ser exclusivo"
SPA	10032	572	"El valor debe ser único"
XXX	10032	572	"89B810E1A611D95BA8F935B890A777A73E627A03"
BRI	10032	573	"==="
CHI	10032	573	"无效的日期"
ENG	10032	573	"Invalid date"
FRA	10032	573	"Date invalide"
GER	10032	573	"Ungültiges Datum"
POR	10032	573	"Data inválida"
SPA	10032	573	"Fecha no válida"
XXX	10032	573	"8D3636581D99880713980B1F62512496F2D60BF8"
BRI	10032	574	"==="
CHI	10032	574	"无效的时间"
ENG	10032	574	"Invalid time"
FRA	10032	574	"Heure invalide"
GER	10032	574	"Ungültige Zeit"
POR	10032	574	"Tempo inválido"
SPA	10032	574	"Hora no válida"
XXX	10032	574	"51EC236E2DEA737369548B503135B338095C1307"
BRI	10032	575	"==="
CHI	10032	575	"无效的编号"
ENG	10032	575	"Invalid number"
FRA	10032	575	"Numéro invalide"
GER	10032	575	"Ungültige Nummer"
POR	10032	575	"Número inválido"
SPA	10032	575	"Número no válido"
XXX	10032	575	"93B2BEDAFB98E92122BBE96805074029113410FA"
BRI	10032	576	"==="
CHI	10032	576	"未指定任何'单位'属性"
ENG	10032	576	"No unit property specified"
FRA	10032	576	"Aucune propriété 'unité' renseignée"
GER	10032	576	"Keine Unit-Eigenschaft angegeben"
POR	10032	576	"Nenhuma unidade de propriedade 'informado"
SPA	10032	576	"Ninguna propiedad 'unidad' indicada"
XXX	10032	576	"F7E697402E4C7E11BB1780662D470EE26EA5EA3A"
BRI	10032	577	"==="
CHI	10032	577	"单位类型错误。必须是xreference或者xchoice"
ENG	10032	577	"Wrong unit type. Must be xreference or xchoice"
FRA	10032	577	"Type d'unité erroné. Doit être xreference ou xchoice"
GER	10032	577	"Falscher Unit-Typ. Der Typ muss entweder xreference oder xchoice sein"
POR	10032	577	"Tipo errado de unidade. Deve ser xreference ou xchoice"
SPA	10032	577	"Tipo de unidad errónea. Debe ser xreference o xchoice"
XXX	10032	577	"4D0DED94023862102532981EFE0F29E90A3CC0CF"
BRI	10032	578	"==="
CHI	10032	578	"这个数量有一个错误的$value类型。该类型必须是xdecimal或者xinteger"
ENG	10032	578	"Quantity has wrong $value type. must be xdecimal or xinteger"
FRA	10032	578	"La quantité a un type $value erroné. Le type doit être xdecimal ou xinteger"
GER	10032	578	"Menge hat einen falschen $value Wert. Der Typ muss xdecimal oder xinteger sein"
POR	10032	578	"Quantidade tem um valor de $ tipo errado. O tipo deve ser xdecimal ou xinteger"
SPA	10032	578	"La cantidad tiene un tipo $value erróneo. El tipo debe ser xdecimal o xinteger"
XXX	10032	578	"D6F23D78D8CD0ECBF8456C12B99384CDBE9B70F3"
BRI	10032	579	"==="
CHI	10032	579	"未指定任何单位类型"
ENG	10032	579	"No unit type specified"
FRA	10032	579	"Aucun type d'unité spécifié"
GER	10032	579	"Kein Unit-Typ festgelegt"
POR	10032	579	"Nenhum tipo especificado unidade"
SPA	10032	579	"Ningún tipo de unidad especificado"
XXX	10032	579	"355FCEBDE028DA386DB7488285A1EE46189F2767"
BRI	10032	580	"==="
CHI	10032	580	"格式"
ENG	10032	580	"Format"
FRA	10032	580	"Format"
GER	10032	580	"==="
POR	10032	580	"Formato"
SPA	10032	580	"Formato"
XXX	10032	580	"0DB3628298045A62A45F0B73774C2471A1F7D016"
BRI	10032	581	"==="
CHI	10032	581	"未知类型"
ENG	10032	581	"Unknown type"
FRA	10032	581	"Type inconnu"
GER	10032	581	"Unbekannter Typ"
POR	10032	581	"Tipo desconhecido"
SPA	10032	581	"Tipo desconocido"
XXX	10032	581	"EF152703C2D3FC7DB180AC9E3CE7A57AEF7B6E39"
BRI	10032	582	"==="
CHI	10032	582	"未定义"
ENG	10032	582	"Not defined"
FRA	10032	582	"Non défini"
GER	10032	582	"Nicht definiert"
POR	10032	582	"Não definido"
SPA	10032	582	"No definido"
XXX	10032	582	"177EE3C0ADAB2CA5EF16878FF14A5DB2A44D1EEE"
BRI	10032	583	"==="
CHI	10032	583	"字段"
ENG	10032	583	"Field"
FRA	10032	583	"Champ"
GER	10032	583	"Feld"
POR	10032	583	"Campo"
SPA	10032	583	"Campo"
XXX	10032	583	"DBCDDC5A2B8A1E0EE6861EFE7569631AD514F0A2"
BRI	10032	584	"==="
CHI	10032	584	"无效的值"
ENG	10032	584	"Invalid Value"
FRA	10032	584	"Valeur invalide"
GER	10032	584	"Ungültiger Wert"
POR	10032	584	"Valor inválido"
SPA	10032	584	"Valor no válido"
XXX	10032	584	"0F237BF23454308527ECEB3D2C236A860FA62CF9"
BRI	10032	585	"==="
CHI	10032	585	"值必填"
ENG	10032	585	"Value is mandatory"
FRA	10032	585	"Valeur obligatoire"
GER	10032	585	"Wert ist erforderlich"
POR	10032	585	"Valor obrigatório"
SPA	10032	585	"Valor obligatorio"
XXX	10032	585	"A0B7DDF03D0E472F746030EA715D4D0AB2A79678"
BRI	10032	586	"==="
CHI	10032	586	"预期为{0}内容，收到{1}"
ENG	10032	586	"Expected {0} contents, got {1}"
FRA	10032	586	"{0} contenu attendu, reçu {1}"
GER	10032	586	"{0} erwarteter Inhalt, erhalten {1}"
POR	10032	586	"{0} o conteúdo recebido esperado {1}"
SPA	10032	586	"{0} contenido esperado, recibido {1}"
XXX	10032	586	"705A75642115695FA2FED1C821C387DA795B3EF5"
BRI	10032	587	"==="
CHI	10032	587	"不是一个有效的e-mail地址"
ENG	10032	587	"Not a valid email address"
FRA	10032	587	"Pas une adresse e-mail valide"
GER	10032	587	"Keine gültige E-Mailadresse"
POR	10032	587	"Não é um endereço de e-mail válido"
SPA	10032	587	"No es una dirección email válida"
XXX	10032	587	"D317F56B0FAB52982777CA7EBFBB7DB41513E6FC"
BRI	10032	588	"==="
CHI	10032	588	"操作"
ENG	10032	588	"Actions"
FRA	10032	588	"Actions"
GER	10032	588	"Vorgänge"
POL	10032	588	"Opcje"
POR	10032	588	"Acções"
SPA	10032	588	"Acciones"
XXX	10032	588	"F2AD3ABFA01D483AFD85A8BAC85155165D544E6E"
BRI	10032	589	"==="
CHI	10032	589	"无对应项"
ENG	10032	589	"No match"
FRA	10032	589	"Aucune correspondance"
GER	10032	589	"Keine Übereinstimmung"
POR	10032	589	"Nenhuma correspondência"
SPA	10032	589	"Ninguna correspondencia"
XXX	10032	589	"65ECAA418B2C0AF22A10AB081E542329E66BC79E"
BRI	10032	590	"==="
CHI	10032	590	"跳转到"
ENG	10032	590	"Jump to"
FRA	10032	590	"Aller à"
GER	10032	590	"Gehe zu"
POL	10032	590	"Przejdź do funkcji"
POR	10032	590	"Túnel"
SPA	10032	590	"Ir a·"
XXX	10032	590	"5C712146D57FA8C165016C8C262B652A5DFF6698"
BRI	10032	591	"==="
CHI	10032	591	"选择"
ENG	10032	591	"Selection"
FRA	10032	591	"Sélection"
GER	10032	591	"Auswahl"
POL	10032	591	"Wybór"
POR	10032	591	"Selecção"
SPA	10032	591	"Selección"
XXX	10032	591	"46736BEEB652D8207FEF9E517795D17C8AC5214F"
BRI	10032	592	"==="
CHI	10032	592	"空字段：无可用翻译"
ENG	10032	592	"Empty field: translation not available"
FRA	10032	592	"Champ vide: traduction non disponible"
GER	10032	592	"Leeres Feld: Übersetzung nicht verfügbar"
POR	10032	592	"Em branco: A tradução não disponível"
SPA	10032	592	"Campo vacío: traducción no disponible"
XXX	10032	592	"F31E3E7089D79DB42CE33302DF48E0E20F0334F4"
BRI	10032	593	"==="
CHI	10032	593	"空的本地化字段"
ENG	10032	593	"Empty localizable field"
FRA	10032	593	"Champ localisable vide"
GER	10032	593	"Leeres lokalisierbares Feld"
POR	10032	593	"Localizável campo vazio"
SPA	10032	593	"Campo localizable vacío"
XXX	10032	593	"25A9B162AEB7FCE6A120CD0F531EABAFC5B659B9"
BRI	10032	594	"==="
CHI	10032	594	"确认密码"
ENG	10032	594	"Confirm password"
FRA	10032	594	"Confirmer le mot de passe"
GER	10032	594	"Passwort bestätigen"
POR	10032	594	"Confirme sua senha"
SPA	10032	594	"Confirmar la contraseña"
XXX	10032	594	"DB7C93F3367262FC5072C6ECB425434F3405C9EC"
BRI	10032	595	"==="
CHI	10032	595	"密码"
ENG	10032	595	"Password"
FRA	10032	595	"Password"
GER	10032	595	"Passwort"
POR	10032	595	"==="
SPA	10032	595	"Contraseña"
XXX	10032	595	"EA27971014A919BAB6BF383558C5DCF7A1291D25"
BRI	10032	596	"==="
CHI	10032	596	"密码不符合"
ENG	10032	596	"Password does not match"
FRA	10032	596	"Le mot de passe ne correspond pas"
GER	10032	596	"Das Passwort stimmt nicht überein"
POR	10032	596	"A senha não corresponde"
SPA	10032	596	"La contraseña no corresponde"
XXX	10032	596	"2718284379B0F4F35B912AE34FB8034960228D38"
BRI	10032	597	"==="
CHI	10032	597	"确认密码"
ENG	10032	597	"Please confirm password"
FRA	10032	597	"Confirmer le mot de passe"
GER	10032	597	"Bitte Passwort bestätigen"
POR	10032	597	"Confirme sua senha"
SPA	10032	597	"Confirmar la contraseña"
XXX	10032	597	"407D285A21E491600F2585442227A679B30D4E02"
BRI	10032	598	"==="
CHI	10032	598	"未找到salage字段"
ENG	10032	598	"Field not found for salting"
FRA	10032	598	"Champ de salage non trouvé"
GER	10032	598	"Feld für Salting nicht gefunden"
POR	10032	598	"O campo não salga encontrado"
SPA	10032	598	"Campo de salazón no encontrado"
XXX	10032	598	"198AFF628DADC341C53BD997C65361DCE979DF51"
BRI	10032	599	"==="
CHI	10032	599	"选择文件"
ENG	10032	599	"Select file"
FRA	10032	599	"Selectionner le fichier"
GER	10032	599	"Datei auswählen"
POR	10032	599	"Selecione o arquivo"
SPA	10032	599	"Seleccionar el fichero"
XXX	10032	599	"15B5E3F2969D4F86C1DC1F69839C9C09D9F637B1"
BRI	10032	600	"==="
CHI	10032	600	"退出"
ENG	10032	600	"Remove"
FRA	10032	600	"Retirer"
GER	10032	600	"Entfernen"
POR	10032	600	"Retirar"
SPA	10032	600	"Quitar"
XXX	10032	600	"3491713F85044E6B037A1C724FA7BA1B83FE3864"
BRI	10032	601	"==="
CHI	10032	601	"上传到服务器"
ENG	10032	601	"Upload"
FRA	10032	601	"Télécharger sur le serveur"
GER	10032	601	"Hochladen"
POR	10032	601	"Faça o upload para o servidor"
SPA	10032	601	"Descargar en el servidor"
XXX	10032	601	"A6BD1F80698971C3EEB6571E8BA90D9707F0749F"
BRI	10032	602	"==="
CHI	10032	602	"已上传到服务器"
ENG	10032	602	"Uploaded"
FRA	10032	602	"Téléchargé sur le serveur"
GER	10032	602	"Hochgeladen"
POR	10032	602	"Enviado para o servidor"
SPA	10032	602	"Descargado en el servidor"
XXX	10032	602	"0E80CA9390E084E5E9ABD1447A21F9AB2780B5BA"
BRI	10032	603	"==="
CHI	10032	603	"从资源管理器中拖放一个文件或选择一个文件"
ENG	10032	603	"Drop file from explorer or Select it"
FRA	10032	603	"Déposer un fichier depuis l'explorateur ou le sélectionner"
GER	10032	603	"Eine Datei vom Server platzieren oder Auswählen"
POR	10032	603	"Queda de um arquivo a partir do Explorador ou seleccione"
SPA	10032	603	"Depositar un fichero desde el explorador o seleccionarlo"
XXX	10032	603	"8A3847104A781B717CBDCF5BFD2FDD0094BC5D8F"
BRI	10032	604	"==="
CHI	10032	604	"文件类型不受支持"
ENG	10032	604	"File type not supported"
FRA	10032	604	"Type de fichier non supporté"
GER	10032	604	"Dateityp nicht unterstützt"
POR	10032	604	"Tipo de arquivo não suportado"
SPA	10032	604	"Tipo de fichero no soportado"
XXX	10032	604	"32DF30B1BE517E748C2A1181845335273543666F"
BRI	10032	605	"==="
CHI	10032	605	"文件过大"
ENG	10032	605	"File too large"
FRA	10032	605	"Fichier trop volumineux"
GER	10032	605	"Datei zu groß"
POR	10032	605	"Arquivo muito grande"
SPA	10032	605	"Fichero demasiado voluminoso"
XXX	10032	605	"0153C6A35D64EA59AB3269A782B2EB6A5A240A28"
BRI	10032	606	"==="
CHI	10032	606	"今天"
ENG	10032	606	"Today"
FRA	10032	606	"Aujourd'hui"
GER	10032	606	"Heute"
POR	10032	606	"Hoje"
SPA	10032	606	"Hoy"
XXX	10032	606	"651F06AB8F92202F04EDDF5C8C5D7EDBB25151E8"
BRI	10032	607	"==="
CHI	10032	607	""
ENG	10032	607	"W"
FRA	10032	607	"W"
GER	10032	607	"==="
POR	10032	607	"==="
SPA	10032	607	"==="
XXX	10032	607	"C65C3AF2E4A466C14200B3AA10EDA17AC25C68C0"
BRI	10032	608	"==="
CHI	10032	608	"开始"
ENG	10032	608	"Beginning"
FRA	10032	608	"Début"
GER	10032	608	"Anfang"
POR	10032	608	"Início"
SPA	10032	608	"Inicio"
XXX	10032	608	"0D91C696ED1FC4FFD3CDCE584EBD8FE6AF8B6E68"
BRI	10032	609	"==="
CHI	10032	609	"结束"
ENG	10032	609	"End"
FRA	10032	609	"Fin"
GER	10032	609	"Ende"
POR	10032	609	"Fim"
SPA	10032	609	"Fin"
XXX	10032	609	"BAAA1B25D9A1AE28636C4ACD6B127F4BF7738DA1"
BRI	10032	610	"==="
CHI	10032	610	"年"
ENG	10032	610	"of year"
FRA	10032	610	"de l'année"
GER	10032	610	"des Jahres"
POR	10032	610	"ano"
SPA	10032	610	"del año"
XXX	10032	610	"FA2F6E1925CF35DB1A198DB3336989DA2F85B594"
BRI	10032	611	"==="
CHI	10032	611	"季度"
ENG	10032	611	"of quarter"
FRA	10032	611	"du trimestre"
GER	10032	611	"des Quartals"
POR	10032	611	"trimestre"
SPA	10032	611	"del trimestre"
XXX	10032	611	"E0AD3AB078DDF760E0A9D75C79AE6398F83E4513"
BRI	10032	612	"==="
CHI	10032	612	"月"
ENG	10032	612	"of month"
FRA	10032	612	"du mois"
GER	10032	612	"des Monats"
POR	10032	612	"do mês"
SPA	10032	612	"del mes"
XXX	10032	612	"F0B6DBB2F9235884E38A4F8E9571F1AB943C386C"
BRI	10032	613	"==="
CHI	10032	613	"星期"
ENG	10032	613	"of week"
FRA	10032	613	"de la semaine"
GER	10032	613	"der Woche"
POR	10032	613	"semanal"
SPA	10032	613	"de la semana"
XXX	10032	613	"EF5950C14CFDB3AFC579B33CDE578E6966E8F255"
BRI	10032	614	"==="
CHI	10032	614	""
ENG	10032	614	"Ok"
FRA	10032	614	"Ok"
GER	10032	614	"==="
POR	10032	614	"==="
SPA	10032	614	"==="
XXX	10032	614	"130A3A6583B83B4814F166DC1A214138CA70B6E6"
BRI	10032	615	"==="
CHI	10032	615	"取消"
ENG	10032	615	"Cancel"
FRA	10032	615	"Annuler"
GER	10032	615	"Abbrechen"
POR	10032	615	"Anular"
SPA	10032	615	"Cancelar"
XXX	10032	615	"A85D2467E477CDF1E78711F1F1698DA800278E31"
BRI	10032	616	"==="
CHI	10032	616	"时间选择器"
ENG	10032	616	"Time Picker"
FRA	10032	616	"Sélecteur d'heure"
GER	10032	616	"Zeitauswahl"
POR	10032	616	"Seletor de Tempo"
SPA	10032	616	"Seleccionador de hora"
XXX	10032	616	"0B5BD999662FF971E9EE41841215ACB040A41BF6"
BRI	10032	617	"==="
CHI	10032	617	"字段"
ENG	10032	617	"Field"
FRA	10032	617	"Champ"
GER	10032	617	"Feld"
POR	10032	617	"Campo"
SPA	10032	617	"Campo"
XXX	10032	617	"A6D566D8A03ED09795A7E752037EFA9861333F73"
BRI	10032	618	"==="
CHI	10032	618	"没有筛选器"
ENG	10032	618	"No filter"
FRA	10032	618	"Aucun filtre"
GER	10032	618	"Kein Filter"
POR	10032	618	"Nenhum filtro"
SPA	10032	618	"Ningún filtro"
XXX	10032	618	"27FE4F2B1ACB1BD3ABAD00D39734ADDE7BB8F98B"
BRI	10032	619	"==="
CHI	10032	619	"所有记录都将被删除。请确认？"
ENG	10032	619	"All the records will be deleted.Confirm ?"
FRA	10032	619	"Tous les enregistrements seront supprimés. Confirmer ?"
GER	10032	619	"Alle Datensätze werden gelöscht. Bestätigen?"
POR	10032	619	"Todos os registros serão apagados. Confirmar"
SPA	10032	619	"Todos los registros serán borrados.¿Desea confirmar?"
